2018-05-24 14:58:36 INFO  Car - Speed:   0.0; Angle:   0.0; Position:  2,17; Key:  4; Health: 100.0; Tile: START
2018-05-24 14:58:36 INFO  Car - Speed:   0.0; Angle:   0.0; Position:  2,17; Key:  4; Health: 100.0; Tile: START
2018-05-24 14:58:36 INFO  Car - Speed:   0.1; Angle:   0.0; Position:  2,17; Key:  4; Health: 100.0; Tile: START
2018-05-24 14:58:36 INFO  Car - Speed:   0.1; Angle:   0.0; Position:  2,17; Key:  4; Health: 100.0; Tile: START
2018-05-24 14:58:36 INFO  Car - Speed:   0.1; Angle:   0.0; Position:  2,17; Key:  4; Health: 100.0; Tile: START
2018-05-24 14:58:36 INFO  Car - Speed:   0.2; Angle:   0.0; Position:  2,17; Key:  4; Health: 100.0; Tile: START
2018-05-24 14:58:36 INFO  Car - Speed:   0.2; Angle:   0.0; Position:  2,17; Key:  4; Health: 100.0; Tile: START
2018-05-24 14:58:36 INFO  Car - Speed:   0.2; Angle:   0.0; Position:  2,17; Key:  4; Health: 100.0; Tile: START
2018-05-24 14:58:36 INFO  Car - Speed:   0.3; Angle:   0.0; Position:  2,17; Key:  4; Health: 100.0; Tile: START
2018-05-24 14:58:36 INFO  Car - Speed:   0.3; Angle:   0.0; Position:  2,17; Key:  4; Health: 100.0; Tile: START
2018-05-24 14:58:36 INFO  Car - Speed:   0.3; Angle:   0.0; Position:  2,17; Key:  4; Health: 100.0; Tile: START
2018-05-24 14:58:36 INFO  Car - Speed:   0.4; Angle:   0.0; Position:  2,17; Key:  4; Health: 100.0; Tile: START
2018-05-24 14:58:36 INFO  Car - Speed:   0.4; Angle:   0.0; Position:  2,17; Key:  4; Health: 100.0; Tile: START
2018-05-24 14:58:36 INFO  Car - Speed:   0.4; Angle:   0.0; Position:  2,17; Key:  4; Health: 100.0; Tile: START
2018-05-24 14:58:36 INFO  Car - Speed:   0.5; Angle:   0.0; Position:  2,17; Key:  4; Health: 100.0; Tile: START
2018-05-24 14:58:36 INFO  Car - Speed:   0.5; Angle:   0.0; Position:  2,17; Key:  4; Health: 100.0; Tile: START
2018-05-24 14:58:36 INFO  Car - Speed:   0.5; Angle:   0.0; Position:  2,17; Key:  4; Health: 100.0; Tile: START
2018-05-24 14:58:36 INFO  Car - Speed:   0.6; Angle:   0.0; Position:  2,17; Key:  4; Health: 100.0; Tile: START
2018-05-24 14:58:36 INFO  Car - Speed:   0.6; Angle:   0.0; Position:  2,17; Key:  4; Health: 100.0; Tile: START
2018-05-24 14:58:36 INFO  Car - Speed:   0.6; Angle:   0.0; Position:  2,17; Key:  4; Health: 100.0; Tile: START
